2024-08-07 16:52:10,392  | py-experimenter - INFO     | Found 4 keyfields
2024-08-14 12:12:03,182  | py-experimenter - INFO     | 3 rows successfully added to database. 0 rows were skipped.
2024-08-14 12:12:08,913  | py-experimenter - INFO     | All configured executions finished.
2024-08-14 12:13:15,156  | py-experimenter - INFO     | Found 5 keyfields
2024-08-14 12:13:15,156  | py-experimenter - INFO     | Found 9 resultfields
2024-08-14 12:13:15,156  | py-experimenter - WARNING  | No logtables given
2024-08-14 12:13:15,157  | py-experimenter - WARNING  | No custom section defined in config
2024-08-14 12:13:15,157  | py-experimenter - WARNING  | No codecarbon section defined in config
2024-08-14 12:13:15,169  | py-experimenter - INFO     | Initialized and connected to database
2024-08-14 12:13:15,205  | py-experimenter - INFO     | 12 rows successfully added to database. 3 rows were skipped.
2024-08-14 12:15:42,891  | py-experimenter - INFO     | All configured executions finished.
2024-08-21 11:10:05,578  | py-experimenter - INFO     | Found 5 keyfields
2024-08-21 11:10:05,579  | py-experimenter - INFO     | Found 9 resultfields
2024-08-21 11:10:05,579  | py-experimenter - WARNING  | No logtables given
2024-08-21 11:10:05,579  | py-experimenter - WARNING  | No custom section defined in config
2024-08-21 11:10:05,579  | py-experimenter - WARNING  | No codecarbon section defined in config
2024-08-21 11:10:05,579  | py-experimenter - INFO     | Initialized and connected to database
2024-08-21 11:10:05,626  | py-experimenter - INFO     | 120 rows successfully added to database. 0 rows were skipped.
2024-08-21 11:10:11,862  | py-experimenter - ERROR    | Traceback (most recent call last):
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/.venv/lib/python3.11/site-packages/py_experimenter/experimenter.py", line 433, in _execute_experiment
    final_status = experiment_function(keyfield_values, result_processor, self.config.custom_configuration.custom_values)
                   ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/experiments/cp_rank_experimenter.py", line 152, in worker
    predictor.fit(
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/simple_model.py", line 387, in fit
    self.threshold = np.quantile(
                     ^^^^^^^^^^^^
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/.venv/lib/python3.11/site-packages/numpy/lib/function_base.py", line 4542, in quantile
    raise ValueError("Quantiles must be in the range [0, 1]")
ValueError: Quantiles must be in the range [0, 1]

2024-08-21 11:10:11,935  | py-experimenter - ERROR    | Traceback (most recent call last):
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/.venv/lib/python3.11/site-packages/py_experimenter/experimenter.py", line 433, in _execute_experiment
    final_status = experiment_function(keyfield_values, result_processor, self.config.custom_configuration.custom_values)
                   ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/experiments/cp_rank_experimenter.py", line 152, in worker
    predictor.fit(
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/simple_model.py", line 387, in fit
    self.threshold = np.quantile(
                     ^^^^^^^^^^^^
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/.venv/lib/python3.11/site-packages/numpy/lib/function_base.py", line 4542, in quantile
    raise ValueError("Quantiles must be in the range [0, 1]")
ValueError: Quantiles must be in the range [0, 1]

2024-08-21 11:10:12,137  | py-experimenter - ERROR    | Traceback (most recent call last):
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/.venv/lib/python3.11/site-packages/py_experimenter/experimenter.py", line 433, in _execute_experiment
    final_status = experiment_function(keyfield_values, result_processor, self.config.custom_configuration.custom_values)
                   ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/experiments/cp_rank_experimenter.py", line 152, in worker
    predictor.fit(
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/simple_model.py", line 387, in fit
    self.threshold = np.quantile(
                     ^^^^^^^^^^^^
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/.venv/lib/python3.11/site-packages/numpy/lib/function_base.py", line 4542, in quantile
    raise ValueError("Quantiles must be in the range [0, 1]")
ValueError: Quantiles must be in the range [0, 1]

2024-08-21 11:10:12,290  | py-experimenter - ERROR    | Traceback (most recent call last):
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/.venv/lib/python3.11/site-packages/py_experimenter/experimenter.py", line 433, in _execute_experiment
    final_status = experiment_function(keyfield_values, result_processor, self.config.custom_configuration.custom_values)
                   ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/experiments/cp_rank_experimenter.py", line 152, in worker
    predictor.fit(
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/simple_model.py", line 387, in fit
    self.threshold = np.quantile(
                     ^^^^^^^^^^^^
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/.venv/lib/python3.11/site-packages/numpy/lib/function_base.py", line 4542, in quantile
    raise ValueError("Quantiles must be in the range [0, 1]")
ValueError: Quantiles must be in the range [0, 1]

2024-08-21 11:10:12,323  | py-experimenter - ERROR    | Traceback (most recent call last):
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/.venv/lib/python3.11/site-packages/py_experimenter/experimenter.py", line 433, in _execute_experiment
    final_status = experiment_function(keyfield_values, result_processor, self.config.custom_configuration.custom_values)
                   ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/experiments/cp_rank_experimenter.py", line 152, in worker
    predictor.fit(
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/simple_model.py", line 387, in fit
    self.threshold = np.quantile(
                     ^^^^^^^^^^^^
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/.venv/lib/python3.11/site-packages/numpy/lib/function_base.py", line 4542, in quantile
    raise ValueError("Quantiles must be in the range [0, 1]")
ValueError: Quantiles must be in the range [0, 1]

2024-08-21 11:10:12,388  | py-experimenter - ERROR    | Traceback (most recent call last):
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/.venv/lib/python3.11/site-packages/py_experimenter/experimenter.py", line 433, in _execute_experiment
    final_status = experiment_function(keyfield_values, result_processor, self.config.custom_configuration.custom_values)
                   ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/experiments/cp_rank_experimenter.py", line 152, in worker
    predictor.fit(
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/simple_model.py", line 387, in fit
    self.threshold = np.quantile(
                     ^^^^^^^^^^^^
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/.venv/lib/python3.11/site-packages/numpy/lib/function_base.py", line 4542, in quantile
    raise ValueError("Quantiles must be in the range [0, 1]")
ValueError: Quantiles must be in the range [0, 1]

2024-08-21 11:10:12,390  | py-experimenter - ERROR    | Traceback (most recent call last):
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/.venv/lib/python3.11/site-packages/py_experimenter/experimenter.py", line 433, in _execute_experiment
    final_status = experiment_function(keyfield_values, result_processor, self.config.custom_configuration.custom_values)
                   ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/experiments/cp_rank_experimenter.py", line 152, in worker
    predictor.fit(
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/simple_model.py", line 387, in fit
    self.threshold = np.quantile(
                     ^^^^^^^^^^^^
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/.venv/lib/python3.11/site-packages/numpy/lib/function_base.py", line 4542, in quantile
    raise ValueError("Quantiles must be in the range [0, 1]")
ValueError: Quantiles must be in the range [0, 1]

2024-08-21 11:10:12,496  | py-experimenter - ERROR    | Traceback (most recent call last):
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/.venv/lib/python3.11/site-packages/py_experimenter/experimenter.py", line 433, in _execute_experiment
    final_status = experiment_function(keyfield_values, result_processor, self.config.custom_configuration.custom_values)
                   ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/experiments/cp_rank_experimenter.py", line 152, in worker
    predictor.fit(
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/simple_model.py", line 387, in fit
    self.threshold = np.quantile(
                     ^^^^^^^^^^^^
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/.venv/lib/python3.11/site-packages/numpy/lib/function_base.py", line 4542, in quantile
    raise ValueError("Quantiles must be in the range [0, 1]")
ValueError: Quantiles must be in the range [0, 1]

2024-08-21 11:10:12,505  | py-experimenter - ERROR    | Traceback (most recent call last):
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/.venv/lib/python3.11/site-packages/py_experimenter/experimenter.py", line 433, in _execute_experiment
    final_status = experiment_function(keyfield_values, result_processor, self.config.custom_configuration.custom_values)
                   ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/experiments/cp_rank_experimenter.py", line 152, in worker
    predictor.fit(
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/simple_model.py", line 387, in fit
    self.threshold = np.quantile(
                     ^^^^^^^^^^^^
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/.venv/lib/python3.11/site-packages/numpy/lib/function_base.py", line 4542, in quantile
    raise ValueError("Quantiles must be in the range [0, 1]")
ValueError: Quantiles must be in the range [0, 1]

2024-08-21 11:10:12,510  | py-experimenter - ERROR    | Traceback (most recent call last):
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/.venv/lib/python3.11/site-packages/py_experimenter/experimenter.py", line 433, in _execute_experiment
    final_status = experiment_function(keyfield_values, result_processor, self.config.custom_configuration.custom_values)
                   ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/experiments/cp_rank_experimenter.py", line 152, in worker
    predictor.fit(
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/simple_model.py", line 387, in fit
    self.threshold = np.quantile(
                     ^^^^^^^^^^^^
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/.venv/lib/python3.11/site-packages/numpy/lib/function_base.py", line 4542, in quantile
    raise ValueError("Quantiles must be in the range [0, 1]")
ValueError: Quantiles must be in the range [0, 1]

2024-08-21 11:10:12,558  | py-experimenter - ERROR    | Traceback (most recent call last):
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/.venv/lib/python3.11/site-packages/py_experimenter/experimenter.py", line 433, in _execute_experiment
    final_status = experiment_function(keyfield_values, result_processor, self.config.custom_configuration.custom_values)
                   ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/experiments/cp_rank_experimenter.py", line 152, in worker
    predictor.fit(
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/simple_model.py", line 387, in fit
    self.threshold = np.quantile(
                     ^^^^^^^^^^^^
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/.venv/lib/python3.11/site-packages/numpy/lib/function_base.py", line 4542, in quantile
    raise ValueError("Quantiles must be in the range [0, 1]")
ValueError: Quantiles must be in the range [0, 1]

2024-08-21 11:10:12,574  | py-experimenter - ERROR    | Traceback (most recent call last):
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/.venv/lib/python3.11/site-packages/py_experimenter/experimenter.py", line 433, in _execute_experiment
    final_status = experiment_function(keyfield_values, result_processor, self.config.custom_configuration.custom_values)
                   ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/experiments/cp_rank_experimenter.py", line 152, in worker
    predictor.fit(
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/simple_model.py", line 387, in fit
    self.threshold = np.quantile(
                     ^^^^^^^^^^^^
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/.venv/lib/python3.11/site-packages/numpy/lib/function_base.py", line 4542, in quantile
    raise ValueError("Quantiles must be in the range [0, 1]")
ValueError: Quantiles must be in the range [0, 1]

2024-08-21 11:10:12,600  | py-experimenter - ERROR    | Traceback (most recent call last):
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/.venv/lib/python3.11/site-packages/py_experimenter/experimenter.py", line 433, in _execute_experiment
    final_status = experiment_function(keyfield_values, result_processor, self.config.custom_configuration.custom_values)
                   ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/experiments/cp_rank_experimenter.py", line 152, in worker
    predictor.fit(
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/simple_model.py", line 387, in fit
    self.threshold = np.quantile(
                     ^^^^^^^^^^^^
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/.venv/lib/python3.11/site-packages/numpy/lib/function_base.py", line 4542, in quantile
    raise ValueError("Quantiles must be in the range [0, 1]")
ValueError: Quantiles must be in the range [0, 1]

2024-08-21 11:10:12,675  | py-experimenter - ERROR    | Traceback (most recent call last):
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/.venv/lib/python3.11/site-packages/py_experimenter/experimenter.py", line 433, in _execute_experiment
    final_status = experiment_function(keyfield_values, result_processor, self.config.custom_configuration.custom_values)
                   ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/experiments/cp_rank_experimenter.py", line 152, in worker
    predictor.fit(
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/simple_model.py", line 387, in fit
    self.threshold = np.quantile(
                     ^^^^^^^^^^^^
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/.venv/lib/python3.11/site-packages/numpy/lib/function_base.py", line 4542, in quantile
    raise ValueError("Quantiles must be in the range [0, 1]")
ValueError: Quantiles must be in the range [0, 1]

2024-08-21 11:10:12,732  | py-experimenter - ERROR    | Traceback (most recent call last):
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/.venv/lib/python3.11/site-packages/py_experimenter/experimenter.py", line 433, in _execute_experiment
    final_status = experiment_function(keyfield_values, result_processor, self.config.custom_configuration.custom_values)
                   ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/experiments/cp_rank_experimenter.py", line 152, in worker
    predictor.fit(
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/simple_model.py", line 387, in fit
    self.threshold = np.quantile(
                     ^^^^^^^^^^^^
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/.venv/lib/python3.11/site-packages/numpy/lib/function_base.py", line 4542, in quantile
    raise ValueError("Quantiles must be in the range [0, 1]")
ValueError: Quantiles must be in the range [0, 1]

2024-08-21 11:10:13,263  | py-experimenter - ERROR    | Traceback (most recent call last):
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/.venv/lib/python3.11/site-packages/py_experimenter/experimenter.py", line 433, in _execute_experiment
    final_status = experiment_function(keyfield_values, result_processor, self.config.custom_configuration.custom_values)
                   ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/experiments/cp_rank_experimenter.py", line 152, in worker
    predictor.fit(
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/simple_model.py", line 387, in fit
    self.threshold = np.quantile(
                     ^^^^^^^^^^^^
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/.venv/lib/python3.11/site-packages/numpy/lib/function_base.py", line 4542, in quantile
    raise ValueError("Quantiles must be in the range [0, 1]")
ValueError: Quantiles must be in the range [0, 1]

2024-08-21 11:10:16,849  | py-experimenter - ERROR    | Traceback (most recent call last):
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/.venv/lib/python3.11/site-packages/py_experimenter/experimenter.py", line 433, in _execute_experiment
    final_status = experiment_function(keyfield_values, result_processor, self.config.custom_configuration.custom_values)
                   ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/experiments/cp_rank_experimenter.py", line 152, in worker
    predictor.fit(
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/simple_model.py", line 387, in fit
    self.threshold = np.quantile(
                     ^^^^^^^^^^^^
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/.venv/lib/python3.11/site-packages/numpy/lib/function_base.py", line 4542, in quantile
    raise ValueError("Quantiles must be in the range [0, 1]")
ValueError: Quantiles must be in the range [0, 1]

2024-08-21 11:10:16,916  | py-experimenter - ERROR    | Traceback (most recent call last):
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/.venv/lib/python3.11/site-packages/py_experimenter/experimenter.py", line 433, in _execute_experiment
    final_status = experiment_function(keyfield_values, result_processor, self.config.custom_configuration.custom_values)
                   ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/experiments/cp_rank_experimenter.py", line 152, in worker
    predictor.fit(
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/simple_model.py", line 387, in fit
    self.threshold = np.quantile(
                     ^^^^^^^^^^^^
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/.venv/lib/python3.11/site-packages/numpy/lib/function_base.py", line 4542, in quantile
    raise ValueError("Quantiles must be in the range [0, 1]")
ValueError: Quantiles must be in the range [0, 1]

2024-08-21 11:10:16,920  | py-experimenter - ERROR    | Traceback (most recent call last):
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/.venv/lib/python3.11/site-packages/py_experimenter/experimenter.py", line 433, in _execute_experiment
    final_status = experiment_function(keyfield_values, result_processor, self.config.custom_configuration.custom_values)
                   ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/experiments/cp_rank_experimenter.py", line 152, in worker
    predictor.fit(
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/simple_model.py", line 387, in fit
    self.threshold = np.quantile(
                     ^^^^^^^^^^^^
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/.venv/lib/python3.11/site-packages/numpy/lib/function_base.py", line 4542, in quantile
    raise ValueError("Quantiles must be in the range [0, 1]")
ValueError: Quantiles must be in the range [0, 1]

2024-08-21 11:10:16,930  | py-experimenter - ERROR    | Traceback (most recent call last):
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/.venv/lib/python3.11/site-packages/py_experimenter/experimenter.py", line 433, in _execute_experiment
    final_status = experiment_function(keyfield_values, result_processor, self.config.custom_configuration.custom_values)
                   ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/experiments/cp_rank_experimenter.py", line 152, in worker
    predictor.fit(
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/simple_model.py", line 387, in fit
    self.threshold = np.quantile(
                     ^^^^^^^^^^^^
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/.venv/lib/python3.11/site-packages/numpy/lib/function_base.py", line 4542, in quantile
    raise ValueError("Quantiles must be in the range [0, 1]")
ValueError: Quantiles must be in the range [0, 1]

2024-08-21 11:10:17,167  | py-experimenter - ERROR    | Traceback (most recent call last):
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/.venv/lib/python3.11/site-packages/py_experimenter/experimenter.py", line 433, in _execute_experiment
    final_status = experiment_function(keyfield_values, result_processor, self.config.custom_configuration.custom_values)
                   ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/experiments/cp_rank_experimenter.py", line 152, in worker
    predictor.fit(
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/simple_model.py", line 387, in fit
    self.threshold = np.quantile(
                     ^^^^^^^^^^^^
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/.venv/lib/python3.11/site-packages/numpy/lib/function_base.py", line 4542, in quantile
    raise ValueError("Quantiles must be in the range [0, 1]")
ValueError: Quantiles must be in the range [0, 1]

2024-08-21 11:10:17,182  | py-experimenter - ERROR    | Traceback (most recent call last):
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/.venv/lib/python3.11/site-packages/py_experimenter/experimenter.py", line 433, in _execute_experiment
    final_status = experiment_function(keyfield_values, result_processor, self.config.custom_configuration.custom_values)
                   ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/experiments/cp_rank_experimenter.py", line 152, in worker
    predictor.fit(
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/simple_model.py", line 387, in fit
    self.threshold = np.quantile(
                     ^^^^^^^^^^^^
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/.venv/lib/python3.11/site-packages/numpy/lib/function_base.py", line 4542, in quantile
    raise ValueError("Quantiles must be in the range [0, 1]")
ValueError: Quantiles must be in the range [0, 1]

2024-08-21 11:10:17,223  | py-experimenter - ERROR    | Traceback (most recent call last):
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/.venv/lib/python3.11/site-packages/py_experimenter/experimenter.py", line 433, in _execute_experiment
    final_status = experiment_function(keyfield_values, result_processor, self.config.custom_configuration.custom_values)
                   ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/experiments/cp_rank_experimenter.py", line 152, in worker
    predictor.fit(
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/simple_model.py", line 387, in fit
    self.threshold = np.quantile(
                     ^^^^^^^^^^^^
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/.venv/lib/python3.11/site-packages/numpy/lib/function_base.py", line 4542, in quantile
    raise ValueError("Quantiles must be in the range [0, 1]")
ValueError: Quantiles must be in the range [0, 1]

2024-08-21 11:10:17,257  | py-experimenter - ERROR    | Traceback (most recent call last):
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/.venv/lib/python3.11/site-packages/py_experimenter/experimenter.py", line 433, in _execute_experiment
    final_status = experiment_function(keyfield_values, result_processor, self.config.custom_configuration.custom_values)
                   ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/experiments/cp_rank_experimenter.py", line 152, in worker
    predictor.fit(
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/simple_model.py", line 387, in fit
    self.threshold = np.quantile(
                     ^^^^^^^^^^^^
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/.venv/lib/python3.11/site-packages/numpy/lib/function_base.py", line 4542, in quantile
    raise ValueError("Quantiles must be in the range [0, 1]")
ValueError: Quantiles must be in the range [0, 1]

2024-08-21 11:10:17,283  | py-experimenter - ERROR    | Traceback (most recent call last):
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/.venv/lib/python3.11/site-packages/py_experimenter/experimenter.py", line 433, in _execute_experiment
    final_status = experiment_function(keyfield_values, result_processor, self.config.custom_configuration.custom_values)
                   ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/experiments/cp_rank_experimenter.py", line 152, in worker
    predictor.fit(
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/simple_model.py", line 387, in fit
    self.threshold = np.quantile(
                     ^^^^^^^^^^^^
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/.venv/lib/python3.11/site-packages/numpy/lib/function_base.py", line 4542, in quantile
    raise ValueError("Quantiles must be in the range [0, 1]")
ValueError: Quantiles must be in the range [0, 1]

2024-08-21 11:10:17,372  | py-experimenter - ERROR    | Traceback (most recent call last):
